Mat_MatCode,SP_TestPlan,Test_Lab,Analyte,Component,Numeric_Result,Res_Units,Rounding_Rule,Low_Release_Limit,High_Release_Limit,METHOD
7O4OA580,Chem_NY_Glycacil SG,NY-Analytical,Chemical Inspection,Color ,Colorless to Amber (Done),,,,,TM208
7O4OA580,Chem_NY_Glycacil SG,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OA634,Chem_NY_Water Soluble Flowering Herbs Fragrance,NY-Analytical,Specific Gravity,Specific Gravity at 25°C,,,"FDA,4",1.0531,1.0831,TM 202
7O4OA634,Chem_NY_Water Soluble Flowering Herbs Fragrance,NY-Analytical,Refractive Index,Refractive Index at 25°C,,,"FDA,4",1.4655,1.4855,TM 204
7O4OA634,Chem_NY_Water Soluble Flowering Herbs Fragrance,NY-Analytical,Chemical Inspection,Appearance ,Clear Liquid (Done),,,,,TM208
7O4OA634,Chem_NY_Water Soluble Flowering Herbs Fragrance,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OA634,Chem_NY_Water Soluble Flowering Herbs Fragrance,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OA634,Chem_NY_Water Soluble Flowering Herbs Fragrance,NY-Analytical,Chemical Inspection,Odor ,Floral (Done),,,,,TM208
7O4OA634,Chem_NY_Water Soluble Flowering Herbs Fragrance,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OA634,Chem_NY_Water Soluble Flowering Herbs Fragrance,NY-Analytical,Chemical Inspection,Color ,Pale Yellow to Straw (Done),,,,,TM208
7O4OA709,Chem_NY_Cucumber Extract # 11-19-3,NY-Analytical,Refractive Index,Refractive Index at 20°C,,,"FDA,3",1.42,1.43,TM 204
7O4OA709,Chem_NY_Cucumber Extract # 11-19-3,NY-Analytical,Chemical Inspection,Description ,Clear colorless liquid having a characteristic odor (Done),,,,,TM208
7O4OA709,Chem_NY_Cucumber Extract # 11-19-3,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OA709,Chem_NY_Cucumber Extract # 11-19-3,NY-Analytical,Certificate of Analysis,Certificate of Analysis,,,,,,COA
7O4OA709,Chem_NY_Cucumber Extract # 11-19-3,NY-Analytical,Specific Gravity,Specific Gravity at 25°C,,,"FDA,3",1.034,1.044,TM 202
7O4OA911,Chem_NY_Zinc Sulfate Heptahydrate,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OA911,Chem_NY_Zinc Sulfate Heptahydrate,NY-Analytical,Chemical Inspection,Color ,Colorless to white (Done),,,,,TM208
7O4OA911,Chem_NY_Zinc Sulfate Heptahydrate,NY-Analytical,Chemical Inspection,Appearance ,Crystals/crystalline powder (Done),,,,,TM208
7O4OA911,Chem_NY_Zinc Sulfate Heptahydrate,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7O4OA911,Chem_NY_Zinc Sulfate Heptahydrate,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OA911,Chem_NY_Zinc Sulfate Heptahydrate,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OD351,Chem_NY_Benzalkonium Chloride 50%,NY-Analytical,Chemical Inspection,Appearance,"Clear liquid, free from foreign material (FFFM) (Done)",,,,,TM208
7O4OD351,Chem_NY_Benzalkonium Chloride 50%,NY-Analytical,Certificate of Analysis,Certificate of Analysis,,,,,,COA
7O4OD351,Chem_NY_Benzalkonium Chloride 50%,NY-Analytical,Ethanol,Ethanol,,% v/v,"FDA,2",5.9,6.5,TM 323
7O4OD351,Chem_NY_Benzalkonium Chloride 50%,NY-Analytical,Ethanol,Ethanol Final,,% v/v,"FDA,2",5.9,6.5,TM 323
7O4OD351,Chem_NY_Benzalkonium Chloride 50%,NY-Analytical,Identification,Identification A - Chloride,,,,,,TM 4001
7O4OD351,Chem_NY_Benzalkonium Chloride 50%,NY-Analytical,Identification,Identification B - Benzalkonium,,,,,,TM 4001
7O4OD351,Chem_NY_Benzalkonium Chloride 50%,NY-Analytical,Total % ADBAC,% BZK and Dual-Quat,,%,"FDA,1",47.5,52.5,TM 434
7O4OD363,Chem_137A,NY-Analytical,pH,pH,,,"FDA,1",4.5,5.5,TM 200
7O4OD363,Chem_137A,NY-Analytical,Total Solids,Total Solids Final (2 g for 3 hr @ 105°C),,%,"FDA,1",41,45,TM 206
7O4OD363,Chem_137A,NY-Analytical,Total Solids,Total Solids (2 g for 3 hr @ 105°C),,%,"FDA,1",41,45,TM 206
7O4OD363,Chem_137A,NY-Analytical,Chemical Inspection,Appearance ,Clear Liquid (Done),,,,,TM208
7O4OD363,Chem_137A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OD363,Chem_137A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OD363,Chem_137A,NY-Analytical,Chemical Inspection,Color ,Colorless to pale yellow (Done),,,,,TM208
7O4OD419,Chem_138A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OD419,Chem_138A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA does not meet specifications (OOS),,,,,COA
7O4OD419,Chem_138A,NY-Analytical,Chemical Inspection,Odor ,Fatty (Done),,,,,TM208
7O4OD419,Chem_138A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OD419,Chem_138A,NY-Analytical,Chemical Inspection,Appearance ,Semi Solid (Done),,,,,TM208
7O4OD419,Chem_138A,NY-Analytical,Chemical Inspection,Color ,White to light yellow (Done),,,,,TM208
7O4OD748,Chem_139A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OD748,Chem_139A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OD748,Chem_139A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OD748,Chem_139A,NY-Analytical,Chemical Inspection,Odor ,To match standard (Done),,,,,TM208
7O4OD748,Chem_139A,NY-Analytical,Chemical Inspection,Color ,White Crystals (Done),,,,,TM208
7O4OD748,Chem_139A,NY-Analytical,Chemical Inspection,Appearance ,White solid crystals (Done),,,,,TM208
7O4OF575,Che_NY_Plantaren 2000N - UP,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OF575,Che_NY_Plantaren 2000N - UP,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OF575,Che_NY_Plantaren 2000N - UP,NY-Analytical,Chemical Inspection,Appearance ,"Hazy, Pale Yellow Liquid (Done)",,,,,TM208
7O4OF575,Che_NY_Plantaren 2000N - UP,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OF602,Chem_141A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OF602,Chem_141A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OF602,Chem_141A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OG169,Chem_142A,NY-Analytical,Specific Gravity,Specific Gravity at 20°C,,,"FDA,3",1.08,1.09,TM 202
7O4OG169,Chem_142A,NY-Analytical,Refractive Index,Refractive Index at 20°C,,,"FDA,3",1.435,1.437,TM 204
7O4OG169,Chem_142A,NY-Analytical,Chemical Inspection,Appearance ,Clear Liquid (Done),,,,,TM208
7O4OG169,Chem_142A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OG169,Chem_142A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OG169,Chem_142A,NY-Analytical,Chemical Inspection,Color ,Colorless (Done),,,,,TM208
7O4OG169,Chem_142A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OH247,Chem_143A,NY-Analytical,pH,pH (1% w/v aqueous solution),,,"FDA,1",,2,TM 200
7O4OH247,Chem_143A,NY-Analytical,Chemical Inspection,Appearance ,Clear viscous liquid (Done),,,,,TM208
7O4OH247,Chem_143A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OH247,Chem_143A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OH247,Chem_143A,NY-Analytical,Chemical Inspection,Color ,Colorless to dark amber (Done),,,,,TM208
7O4OH247,Chem_143A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OJ123,Chem_NY_NET-KOB,NY-Analytical,Chemical Inspection,Odor ,Characteristic (Done),,,,,TM208
7O4OJ123,Chem_NY_NET-KOB,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OJ123,Chem_NY_NET-KOB,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OJ123,Chem_NY_NET-KOB,NY-Analytical,Chemical Inspection,Color ,Colorless to pale yellow (Done),,,,,TM208
7O4OJ123,Chem_NY_NET-KOB,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OJ123,Chem_NY_NET-KOB,NY-Analytical,Chemical Inspection,Appearance ,Viscous Liquid (Done),,,,,TM208
7O4OM165,Chem_146A,NY-Analytical,Chemical Inspection,Appearance ,"Clear, slightly oily viscous liquid (Done)",,,,,TM208
7O4OM165,Chem_146A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OM165,Chem_146A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OM165,Chem_146A,NY-Analytical,Chemical Inspection,Color ,Light Yellow (Done),,,,,TM208
7O4OM165,Chem_146A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OM165,Chem_146A,NY-Analytical,Chemical Inspection,Odor ,To match standard (Done),,,,,TM208
7O4OM666,Chem_NY_Sodium Benzoate EDF NF/FCC,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OM666,Chem_NY_Sodium Benzoate EDF NF/FCC,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OM666,Chem_NY_Sodium Benzoate EDF NF/FCC,NY-Analytical,Chemical Inspection,Appearance ,Extruded Pellets (Done),,,,,TM208
7O4OM666,Chem_NY_Sodium Benzoate EDF NF/FCC,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OM666,Chem_NY_Sodium Benzoate EDF NF/FCC,NY-Analytical,Chemical Inspection,Odor ,Odorless (Done),,,,,TM208
7O4OM666,Chem_NY_Sodium Benzoate EDF NF/FCC,NY-Analytical,Chemical Inspection,Color ,White (Done),,,,,TM208
7O4OP065,Chem_NY_Actipone White Tea,NY-Analytical,Density,Density at 20° C,,,"FDA,3",1.112,1.122,TM 202
7O4OP065,Chem_NY_Actipone White Tea,NY-Analytical,Refractive Index,Refractive Index at 20°C,,,"FDA,3",1.388,1.398,TM 204
7O4OP065,Chem_NY_Actipone White Tea,NY-Analytical,Chemical Inspection,Appearance ,Clear to slightly cloudy liquid (Done),,,,,TM208
7O4OP065,Chem_NY_Actipone White Tea,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OP065,Chem_NY_Actipone White Tea,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7O4OP065,Chem_NY_Actipone White Tea,NY-Analytical,IR Identification,IR Identification ,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OP065,Chem_NY_Actipone White Tea,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OP065,Chem_NY_Actipone White Tea,NY-Analytical,Chemical Inspection,Color ,Yellow to Dark Brown (Done),,,,,TM208
7O4OP075,Chem_NY_Magique Lift 02LF,NY-Analytical,Specific Gravity,Specific Gravity at 25°C,,,"FDA,3",0.938,0.948,TM 202
7O4OP075,Chem_NY_Magique Lift 02LF,NY-Analytical,Refractive Index,Refractive Index at 25°C,,,"FDA,3",1.474,1.484,TM 204
7O4OP075,Chem_NY_Magique Lift 02LF,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OP075,Chem_NY_Magique Lift 02LF,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA does not meet specifications (OOS),,,,,COA
7O4OP075,Chem_NY_Magique Lift 02LF,NY-Analytical,Chemical Inspection,Color ,Colorless to very light yellow (Done),,,,,TM208
7O4OP075,Chem_NY_Magique Lift 02LF,NY-Analytical,Chemical Inspection,Appearance ,Liquid (Done),,,,,TM208
7O4OP075,Chem_NY_Magique Lift 02LF,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7O4OP075,Chem_NY_Magique Lift 02LF,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OP093,Chem_NY_PEG-11,NY-Analytical,Chemical Inspection,Appearance ,"Clear, Light liquid (Done)",,,,,TM208
7O4OP093,Chem_NY_PEG-11,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OP093,Chem_NY_PEG-11,NY-Analytical,Chemical Inspection,Color ,Match standard (Done),,,,,TM208
7O4OP093,Chem_NY_PEG-11,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7O4OP093,Chem_NY_PEG-11,NY-Analytical,IR Identification,IR Identification ,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OP093,Chem_NY_PEG-11,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OP113,Chem_NY_Robertet The Matcha I,NY-Analytical,Specific Gravity,Specific Gravity at 20°C,,,"FDA,3",0.96,0.97,TM 202
7O4OP113,Chem_NY_Robertet The Matcha I,NY-Analytical,Refractive Index,Refractive Index at 20°C,,,"FDA,3",1.469,1.479,TM 204
7O4OP113,Chem_NY_Robertet The Matcha I,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OP113,Chem_NY_Robertet The Matcha I,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7O4OP113,Chem_NY_Robertet The Matcha I,NY-Analytical,IR Identification,IR Identification ,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OP113,Chem_NY_Robertet The Matcha I,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OP113,Chem_NY_Robertet The Matcha I,NY-Analytical,Chemical Inspection,Appearance ,Oily liquid (Done),,,,,TM208
7O4OP113,Chem_NY_Robertet The Matcha I,NY-Analytical,Chemical Inspection,Color ,Pale Yellow – Light Yellow (Done),,,,,TM208
7O4OP197,Chem_NY_Emulgade Smart/MB_01,NY-Analytical,pH,pH,,,"FDA,1",3,3.5,TM 200
7O4OP197,Chem_NY_Emulgade Smart/MB_01,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OP197,Chem_NY_Emulgade Smart/MB_01,NY-Analytical,Chemical Inspection,Appearance ,Match standard (Done),,,,,TM208
7O4OP197,Chem_NY_Emulgade Smart/MB_01,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7O4OP197,Chem_NY_Emulgade Smart/MB_01,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OP197,Chem_NY_Emulgade Smart/MB_01,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OP197,Chem_NY_Emulgade Smart/MB_01,NY-Analytical,Chemical Inspection,Color ,White Liquid (Done),,,,,TM208
7O4OP230,Chem_NY_Hydromanil,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OP253,Chem_NY_BTC 1010,NY-Analytical,pH,pH (10% in water),,,"FDA,1",6,9,TM 200
7O4OP253,Chem_NY_BTC 1010,NY-Analytical,Assay,Assay,,%,"FDA,0",50,55,TM 301/434
7O4OP253,Chem_NY_BTC 1010,NY-Analytical,Assay,Assay Final,,%,"FDA,0",50,55,TM 301/434
7O4OP253,Chem_NY_BTC 1010,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OP284,Chem_155A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OP345,Chem_157A,NY-Analytical,Chemical Inspection,Appearance ,Clear Liquid (Done),,,,,TM208
7O4OP345,Chem_157A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OP345,Chem_157A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OP345,Chem_157A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OP345,Chem_157A,NY-Analytical,Chemical Inspection,Odor ,Phenoxyethanol-like (Done),,,,,TM208
7O4OP345,Chem_157A,NY-Analytical,Chemical Inspection,Color ,Yellow (Done),,,,,TM208
7O4OP567,Chem_NY_BTC 1210-80%,NY-Analytical,pH,pH (10% in water),,,"FDA,1",6,8.5,TM 200
7O4OP567,Chem_NY_BTC 1210-80%,NY-Analytical,Active (BTC 1210-80%),Active (BTC 1210-80%),,%,"FDA,1",80,82,TM 3005
7O4OP567,Chem_NY_BTC 1210-80%,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OP567,Chem_NY_BTC 1210-80%,NY-Analytical,Chemical Inspection,Appearance,Colorless to slight yellow (Done),,,,,TM208
7O4OP601,Chem_107A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OP638,Chem_192A,NY-Analytical,Chemical Inspection,Appearance ,"Clear, colorless to light yellow liquid / White solid (Done)",,,,,TM208
7O4OP638,Chem_192A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OP705,Chem_NY_Cetaphil Concentrate,NY-Analytical,pH,pH,,,"FDA,1",5.5,7,TM 200
7O4OP705,Chem_NY_Cetaphil Concentrate,NY-Analytical,Viscosity,Viscosity (Spindle 3 @ 60RPM in 300 ml beaker),,cps,"FDA,0",400,1600,TM 203
7O4OP705,Chem_NY_Cetaphil Concentrate,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OP705,Chem_NY_Cetaphil Concentrate,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OP705,Chem_NY_Cetaphil Concentrate,NY-Analytical,Chemical Inspection,Description ,"Viscous, slightly translucent, offwhite liquid: cetyl alcohol odor (Done)",,,,,TM208
7O4OP705,Chem_NY_Cetaphil Concentrate,NY-Analytical,Temptale Reading,Temptale Reading,,ºC,"FDA,0",5,40,Temptale Reading
7O4OP806,Chem_NY_Carbopol 2020,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OQ028,Chem_NY_Hexylene Glycol,NY-Analytical,Chemical Inspection,Appearance ,Clear Liquid (Done),,,,,TM208
7O4OQ028,Chem_NY_Hexylene Glycol,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OQ028,Chem_NY_Hexylene Glycol,NY-Analytical,Chemical Inspection,Color ,Colorless (Done),,,,,TM208
7O4OQ028,Chem_NY_Hexylene Glycol,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7O4OQ028,Chem_NY_Hexylene Glycol,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OQ028,Chem_NY_Hexylene Glycol,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OQ028,Chem_NY_Hexylene Glycol,NY-Analytical,Specific Gravity,Specific Gravity at 20°C,,,"FDA,4",0.92,0.923,TM 202
7O4OQ243,Chem_165A,NY-Analytical,Chemical Inspection,Odor ,Characteristically mild (Done),,,,,TM208
7O4OQ243,Chem_165A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OQ243,Chem_165A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OQ243,Chem_165A,NY-Analytical,Chemical Inspection,Appearance ,"Fine, free-flowing powder (Done)",,,,,TM208
7O4OQ243,Chem_165A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OQ243,Chem_165A,NY-Analytical,Chemical Inspection,Color ,White (Done),,,,,TM208
7O4OQ342,Chem_166A,NY-Analytical,Specific Gravity,Specific Gravity at 25°C,,,"FDA,4",0.9455,0.9655,TM 202
7O4OQ342,Chem_166A,NY-Analytical,Refractive Index,Refractive Index at 25°C,,,"FDA,4",1.4505,1.4705,TM 204
7O4OQ342,Chem_166A,NY-Analytical,Chemical Inspection,Odor ,Citrus Fresh (Done),,,,,TM208
7O4OQ342,Chem_166A,NY-Analytical,Chemical Inspection,Appearance ,"Clear, mobile liquid (Done)",,,,,TM208
7O4OQ342,Chem_166A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OQ342,Chem_166A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OQ342,Chem_166A,NY-Analytical,Chemical Inspection,Color ,Very pale yellow (Done),,,,,TM208
7O4OQ437,Chem_168A,NY-Analytical,Specific Gravity,Specific Gravity at 25°C,,,"FDA,4",0.938,0.9465,TM 202
7O4OQ437,Chem_168A,NY-Analytical,Chemical Inspection,Odor ,Amine (Done),,,,,TM208
7O4OQ437,Chem_168A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OQ437,Chem_168A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OQ437,Chem_168A,NY-Analytical,Chemical Inspection,Color ,Colorless (Done),,,,,TM208
7O4OQ437,Chem_168A,NY-Analytical,Chemical Inspection,Appearance ,Mobile Liquid (Done),,,,,TM208
7O4OQ437,Chem_168A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OQ890,Chem_170A,NY-Analytical,Chemical Inspection,Appearance ,Clear Liquid (Done),,,,,TM208
7O4OQ890,Chem_170A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7O4OQ890,Chem_170A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7O4OQ890,Chem_170A,NY-Analytical,Chemical Inspection,Color ,Colorless (Done),,,,,TM208
7O4OQ890,Chem_170A,NY-Analytical,Chemical Inspection,Odor ,Ether-like (Done),,,,,TM208
7O4OQ890,Chem_170A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7O4OS407,Chem_173A,NY-Analytical,Organic Impurites,p-Chloroaniline,,ug/mL,"FDA,0",,100,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurites,p-Chloroaniline Final,,ug/mL,"FDA,0",,100,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,p-Chlorophenvl urea,,%,"FDA,1",,0.2,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,RRT of p-Chlorophenvl urea,,,"FDA,2",,,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,Specified unidentified impuritv 1,,%,"FDA,1",,0.2,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,Ch!orhexidine oxazinone analog,,%,"FDA,1",,0.2,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,Chlorhexidine amine,,%,"FDA,1",,0.3,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,Any individual unspecified impuritv,,%,"FDA,1",,0.1,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,Chlorhexidine glucityl triazine,,%,"FDA,1",,0.4,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,Chlorhexidine guanidine,,%,"FDA,1",,0.3,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,Chlorhexidine  urea,,%,"FDA,1",,0.2,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,Chlorhexidine dimer,,%,"FDA,1",,0.5,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,Chlorhexidine nitrile,,%,"FDA,1",,0.4,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,RRT of Ch!orhexidine oxazinone analog,,,"FDA,2",,,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,o-Chlorhexidine and specified unidentified impurit,,%,"FDA,1",,0.4,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,RRT of Specified unidentified impuritv 1,,,"FDA,2",,,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,RRT of Chlorhexidine amine,,,"FDA,2",,,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,Oxochlorhexidine,,%,"FDA,1",,0.4,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,RRT of Chlorhexidine guanidine,,,"FDA,2",,,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,RRT of Chlorhexidine  urea,,,"FDA,2",,,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,RRT of Chlorhexidine nitrile,,,"FDA,2",,,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,RRT of Chlorhexidine dimer,,,"FDA,2",,,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,RRT of o-Chlorhexidine and specified unidentified,,,"FDA,2",,,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,RRT of Chlorhexidine glucityl triazine,,,"FDA,2",,,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,Total Impurities,,%,"FDA,1",,3,USP
7O4OS407,Chem_173A,NY-Analytical,Specific Gravity,Specific Gravity at 25°C,,,"FDA,2",1.06,1.07,USP/NF <841>
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,RRT of Chlorhexidine,,,"FDA,2",,,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,RRT of Any individual unspecified impuritv,,,"FDA,2",,,USP
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,RRT of Oxochlorhexidine,,,"FDA,2",,,USP
7O4OS407,Chem_173A,NY-Analytical,pH,pH (Diluted 1 in 20),,,"FDA,1",5.5,7,USP <791>
7O4OS407,Chem_173A,NY-Analytical,Assay,Assay,,%,"FDA,1",19,21,USP-HPLC
7O4OS407,Chem_173A,NY-Analytical,Assay,Assay Final,,%,"FDA,1",19,21,USP-HPLC
7O4OS407,Chem_173A,NY-Analytical,Organic Impurities Part II,Chlorhexidine,,%,"FDA,1",,,USP
