Mat_MatCode,METHOD,Analyte,Component,Res_Units,Numeric_Result,Low_Release_Limit,High_Release_Limit,Rounding_Rule,SP_TestPlan,,,,,
7O4OA580,,,Chemical Inspection,Chem_NY_Glycacil SG,,,Clear Liquid,,,,Appearance ,,TM208,
7O4OA580,,,IR Identification,Chem_NY_Glycacil SG,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OA580,,,Certificate of Analysis,Chem_NY_Glycacil SG,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OA580,,,Chemical Inspection,Chem_NY_Glycacil SG,,,Colorless to Amber,,,,Color ,,TM208,
7O4OA580,,,Chemical Inspection,Chem_NY_Glycacil SG,,,None,,,,Contamination ,,TM208,
7O4OA634,,1.0831,Specific Gravity,Chem_NY_Water Soluble Flowering Herbs Fragrance,,,,,,1.0531,Specific Gravity at 25°C,,TM 202,"FDA,4"
7O4OA634,,1.4855,Refractive Index,Chem_NY_Water Soluble Flowering Herbs Fragrance,,,,,,1.4655,Refractive Index at 25°C,,TM 204,"FDA,4"
7O4OA634,,,Chemical Inspection,Chem_NY_Water Soluble Flowering Herbs Fragrance,,,Clear Liquid,,,,Appearance ,,TM208,
7O4OA634,,,IR Identification,Chem_NY_Water Soluble Flowering Herbs Fragrance,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OA634,,,Certificate of Analysis,Chem_NY_Water Soluble Flowering Herbs Fragrance,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OA634,,,Chemical Inspection,Chem_NY_Water Soluble Flowering Herbs Fragrance,,,Floral,,,,Odor ,,TM208,
7O4OA634,,,Chemical Inspection,Chem_NY_Water Soluble Flowering Herbs Fragrance,,,None,,,,Contamination ,,TM208,
7O4OA634,,,Chemical Inspection,Chem_NY_Water Soluble Flowering Herbs Fragrance,,,Pale Yellow to Straw,,,,Color ,,TM208,
7O4OA709,,1.43,Refractive Index,Chem_NY_Cucumber Extract # 11-19-3,,,,,,1.42,Refractive Index at 20°C,,TM 204,"FDA,3"
7O4OA709,,,Chemical Inspection,Chem_NY_Cucumber Extract # 11-19-3,,,Clear colorless liquid having a characteristic odor,,,,Description ,,TM208,
7O4OA709,,,Chemical Inspection,Chem_NY_Cucumber Extract # 11-19-3,,,None,,,,Contamination ,,TM208,
7O4OA709,,,Certificate of Analysis,Chem_NY_Cucumber Extract # 11-19-3,,,,,,,Certificate of Analysis,,COA,
7O4OA709,,1.044,Specific Gravity,Chem_NY_Cucumber Extract # 11-19-3,,,,,,1.034,Specific Gravity at 25°C,,TM 202,"FDA,3"
7O4OA911,,,Certificate of Analysis,Chem_NY_Zinc Sulfate Heptahydrate,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OA911,,,Chemical Inspection,Chem_NY_Zinc Sulfate Heptahydrate,,,Colorless to white,,,,Color ,,TM208,
7O4OA911,,,Chemical Inspection,Chem_NY_Zinc Sulfate Heptahydrate,,,Crystals/crystalline powder,,,,Appearance ,,TM208,
7O4OA911,,,Chemical Inspection,Chem_NY_Zinc Sulfate Heptahydrate,,,Match standard,,,,Odor ,,TM208,
7O4OA911,,,Chemical Inspection,Chem_NY_Zinc Sulfate Heptahydrate,,,None,,,,Contamination ,,TM208,
7O4OA911,,,IR Identification,Chem_NY_Zinc Sulfate Heptahydrate,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OD351,,,Chemical Inspection,Chem_NY_Benzalkonium Chloride 50%,,,"Clear liquid, free from foreign material (FFFM)",,,,Appearance,,TM208,
7O4OD351,,,Certificate of Analysis,Chem_NY_Benzalkonium Chloride 50%,,,,,,,Certificate of Analysis,,COA,
7O4OD351,,6.5,Ethanol,Chem_NY_Benzalkonium Chloride 50%,,,,% v/v,,5.9,Ethanol,,TM 323,"FDA,2"
7O4OD351,,6.5,Ethanol,Chem_NY_Benzalkonium Chloride 50%,,,,% v/v,,5.9,Ethanol Final,,TM 323,"FDA,2"
7O4OD351,,,Identification,Chem_NY_Benzalkonium Chloride 50%,,,,,,,Identification A - Chloride,,TM 4001,
7O4OD351,,,Identification,Chem_NY_Benzalkonium Chloride 50%,,,,,,,Identification B - Benzalkonium,,TM 4001,
7O4OD351,,52.5,Total % ADBAC,Chem_NY_Benzalkonium Chloride 50%,,,,%,,47.5,% BZK and Dual-Quat,,TM 434,"FDA,1"
7O4OD363,,5.5,pH,Chem_137A,,,,,,4.5,pH,,TM 200,"FDA,1"
7O4OD363,,45,Total Solids,Chem_137A,,,,%,,41,Total Solids Final (2 g for 3 hr @ 105°C),,TM 206,"FDA,1"
7O4OD363,,45,Total Solids,Chem_137A,,,,%,,41,Total Solids (2 g for 3 hr @ 105°C),,TM 206,"FDA,1"
7O4OD363,,,Chemical Inspection,Chem_137A,,,Clear Liquid,,,,Appearance ,,TM208,
7O4OD363,,,IR Identification,Chem_137A,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OD363,,,Certificate of Analysis,Chem_137A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OD363,,,Chemical Inspection,Chem_137A,,,Colorless to pale yellow,,,,Color ,,TM208,
7O4OD419,,,IR Identification,Chem_138A,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OD419,,,Certificate of Analysis,Chem_138A,,,CofA does not meet specifications (OOS),,,,Certificate of Analysis,,COA,
7O4OD419,,,Chemical Inspection,Chem_138A,,,Fatty,,,,Odor ,,TM208,
7O4OD419,,,Chemical Inspection,Chem_138A,,,None,,,,Contamination ,,TM208,
7O4OD419,,,Chemical Inspection,Chem_138A,,,Semi Solid,,,,Appearance ,,TM208,
7O4OD419,,,Chemical Inspection,Chem_138A,,,White to light yellow,,,,Color ,,TM208,
7O4OD748,,,IR Identification,Chem_139A,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OD748,,,Certificate of Analysis,Chem_139A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OD748,,,Chemical Inspection,Chem_139A,,,None,,,,Contamination ,,TM208,
7O4OD748,,,Chemical Inspection,Chem_139A,,,To match standard,,,,Odor ,,TM208,
7O4OD748,,,Chemical Inspection,Chem_139A,,,White Crystals,,,,Color ,,TM208,
7O4OD748,,,Chemical Inspection,Chem_139A,,,White solid crystals,,,,Appearance ,,TM208,
7O4OF575,,,IR Identification,Che_NY_Plantaren 2000N - UP,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OF575,,,Certificate of Analysis,Che_NY_Plantaren 2000N - UP,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OF575,,,Chemical Inspection,Che_NY_Plantaren 2000N - UP,,,"Hazy, Pale Yellow Liquid",,,,Appearance ,,TM208,
7O4OF575,,,Chemical Inspection,Che_NY_Plantaren 2000N - UP,,,None,,,,Contamination ,,TM208,
7O4OF602,,,IR Identification,Chem_141A,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OF602,,,Certificate of Analysis,Chem_141A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OF602,,,Chemical Inspection,Chem_141A,,,None,,,,Contamination ,,TM208,
7O4OG169,,1.09,Specific Gravity,Chem_142A,,,,,,1.08,Specific Gravity at 20°C,,TM 202,"FDA,3"
7O4OG169,,1.437,Refractive Index,Chem_142A,,,,,,1.435,Refractive Index at 20°C,,TM 204,"FDA,3"
7O4OG169,,,Chemical Inspection,Chem_142A,,,Clear Liquid,,,,Appearance ,,TM208,
7O4OG169,,,IR Identification,Chem_142A,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OG169,,,Certificate of Analysis,Chem_142A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OG169,,,Chemical Inspection,Chem_142A,,,Colorless,,,,Color ,,TM208,
7O4OG169,,,Chemical Inspection,Chem_142A,,,None,,,,Contamination ,,TM208,
7O4OH247,,2,pH,Chem_143A,,,,,,,pH (1% w/v aqueous solution),,TM 200,"FDA,1"
7O4OH247,,,Chemical Inspection,Chem_143A,,,Clear viscous liquid,,,,Appearance ,,TM208,
7O4OH247,,,IR Identification,Chem_143A,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OH247,,,Certificate of Analysis,Chem_143A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OH247,,,Chemical Inspection,Chem_143A,,,Colorless to dark amber,,,,Color ,,TM208,
7O4OH247,,,Chemical Inspection,Chem_143A,,,None,,,,Contamination ,,TM208,
7O4OJ123,,,Chemical Inspection,Chem_NY_NET-KOB,,,Characteristic,,,,Odor ,,TM208,
7O4OJ123,,,IR Identification,Chem_NY_NET-KOB,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OJ123,,,Certificate of Analysis,Chem_NY_NET-KOB,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OJ123,,,Chemical Inspection,Chem_NY_NET-KOB,,,Colorless to pale yellow,,,,Color ,,TM208,
7O4OJ123,,,Chemical Inspection,Chem_NY_NET-KOB,,,None,,,,Contamination ,,TM208,
7O4OJ123,,,Chemical Inspection,Chem_NY_NET-KOB,,,Viscous Liquid,,,,Appearance ,,TM208,
7O4OM165,,,Chemical Inspection,Chem_146A,,,"Clear, slightly oily viscous liquid",,,,Appearance ,,TM208,
7O4OM165,,,IR Identification,Chem_146A,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OM165,,,Certificate of Analysis,Chem_146A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OM165,,,Chemical Inspection,Chem_146A,,,Light Yellow,,,,Color ,,TM208,
7O4OM165,,,Chemical Inspection,Chem_146A,,,None,,,,Contamination ,,TM208,
7O4OM165,,,Chemical Inspection,Chem_146A,,,To match standard,,,,Odor ,,TM208,
7O4OM666,,,IR Identification,Chem_NY_Sodium Benzoate EDF NF/FCC,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OM666,,,Certificate of Analysis,Chem_NY_Sodium Benzoate EDF NF/FCC,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OM666,,,Chemical Inspection,Chem_NY_Sodium Benzoate EDF NF/FCC,,,Extruded Pellets,,,,Appearance ,,TM208,
7O4OM666,,,Chemical Inspection,Chem_NY_Sodium Benzoate EDF NF/FCC,,,None,,,,Contamination ,,TM208,
7O4OM666,,,Chemical Inspection,Chem_NY_Sodium Benzoate EDF NF/FCC,,,Odorless,,,,Odor ,,TM208,
7O4OM666,,,Chemical Inspection,Chem_NY_Sodium Benzoate EDF NF/FCC,,,White,,,,Color ,,TM208,
7O4OP065,,1.122,Density,Chem_NY_Actipone White Tea,,,,,,1.112,Density at 20° C,,TM 202,"FDA,3"
7O4OP065,,1.398,Refractive Index,Chem_NY_Actipone White Tea,,,,,,1.388,Refractive Index at 20°C,,TM 204,"FDA,3"
7O4OP065,,,Chemical Inspection,Chem_NY_Actipone White Tea,,,Clear to slightly cloudy liquid,,,,Appearance ,,TM208,
7O4OP065,,,Certificate of Analysis,Chem_NY_Actipone White Tea,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OP065,,,Chemical Inspection,Chem_NY_Actipone White Tea,,,Match standard,,,,Odor ,,TM208,
7O4OP065,,,IR Identification,Chem_NY_Actipone White Tea,,,Close Match to Standard Sample or Spectrum,,,,IR Identification ,,TM 411,
7O4OP065,,,Chemical Inspection,Chem_NY_Actipone White Tea,,,None,,,,Contamination ,,TM208,
7O4OP065,,,Chemical Inspection,Chem_NY_Actipone White Tea,,,Yellow to Dark Brown,,,,Color ,,TM208,
7O4OP075,,0.948,Specific Gravity,Chem_NY_Magique Lift 02LF,,,,,,0.938,Specific Gravity at 25°C,,TM 202,"FDA,3"
7O4OP075,,1.484,Refractive Index,Chem_NY_Magique Lift 02LF,,,,,,1.474,Refractive Index at 25°C,,TM 204,"FDA,3"
7O4OP075,,,IR Identification,Chem_NY_Magique Lift 02LF,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OP075,,,Certificate of Analysis,Chem_NY_Magique Lift 02LF,,,CofA does not meet specifications (OOS),,,,Certificate of Analysis,,COA,
7O4OP075,,,Chemical Inspection,Chem_NY_Magique Lift 02LF,,,Colorless to very light yellow,,,,Color ,,TM208,
7O4OP075,,,Chemical Inspection,Chem_NY_Magique Lift 02LF,,,Liquid,,,,Appearance ,,TM208,
7O4OP075,,,Chemical Inspection,Chem_NY_Magique Lift 02LF,,,Match standard,,,,Odor ,,TM208,
7O4OP075,,,Chemical Inspection,Chem_NY_Magique Lift 02LF,,,None,,,,Contamination ,,TM208,
7O4OP093,,,Chemical Inspection,Chem_NY_PEG-11,,,"Clear, Light liquid",,,,Appearance ,,TM208,
7O4OP093,,,Certificate of Analysis,Chem_NY_PEG-11,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OP093,,,Chemical Inspection,Chem_NY_PEG-11,,,Match standard,,,,Color ,,TM208,
7O4OP093,,,Chemical Inspection,Chem_NY_PEG-11,,,Match standard,,,,Odor ,,TM208,
7O4OP093,,,IR Identification,Chem_NY_PEG-11,,,Close Match to Standard Sample or Spectrum,,,,IR Identification ,,TM 411,
7O4OP093,,,Chemical Inspection,Chem_NY_PEG-11,,,None,,,,Contamination ,,TM208,
7O4OP113,,0.97,Specific Gravity,Chem_NY_Robertet The Matcha I,,,,,,0.96,Specific Gravity at 20°C,,TM 202,"FDA,3"
7O4OP113,,1.479,Refractive Index,Chem_NY_Robertet The Matcha I,,,,,,1.469,Refractive Index at 20°C,,TM 204,"FDA,3"
7O4OP113,,,Certificate of Analysis,Chem_NY_Robertet The Matcha I,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OP113,,,Chemical Inspection,Chem_NY_Robertet The Matcha I,,,Match standard,,,,Odor ,,TM208,
7O4OP113,,,IR Identification,Chem_NY_Robertet The Matcha I,,,Close Match to Standard Sample or Spectrum,,,,IR Identification ,,TM 411,
7O4OP113,,,Chemical Inspection,Chem_NY_Robertet The Matcha I,,,None,,,,Contamination ,,TM208,
7O4OP113,,,Chemical Inspection,Chem_NY_Robertet The Matcha I,,,Oily liquid,,,,Appearance ,,TM208,
7O4OP113,,,Chemical Inspection,Chem_NY_Robertet The Matcha I,,,Pale Yellow – Light Yellow,,,,Color ,,TM208,
7O4OP197,,3.5,pH,Chem_NY_Emulgade Smart/MB_01,,,,,,3,pH,,TM 200,"FDA,1"
7O4OP197,,,Certificate of Analysis,Chem_NY_Emulgade Smart/MB_01,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OP197,,,Chemical Inspection,Chem_NY_Emulgade Smart/MB_01,,,Match standard,,,,Appearance ,,TM208,
7O4OP197,,,Chemical Inspection,Chem_NY_Emulgade Smart/MB_01,,,Match standard,,,,Odor ,,TM208,
7O4OP197,,,Chemical Inspection,Chem_NY_Emulgade Smart/MB_01,,,None,,,,Contamination ,,TM208,
7O4OP197,,,IR Identification,Chem_NY_Emulgade Smart/MB_01,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OP197,,,Chemical Inspection,Chem_NY_Emulgade Smart/MB_01,,,White Liquid,,,,Color ,,TM208,
7O4OP230,,,Certificate of Analysis,Chem_NY_Hydromanil,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OP253,,9,pH,Chem_NY_BTC 1010,,,,,,6,pH (10% in water),,TM 200,"FDA,1"
7O4OP253,,55,Assay,Chem_NY_BTC 1010,,,,%,,50,Assay,,TM 301/434,"FDA,0"
7O4OP253,,55,Assay,Chem_NY_BTC 1010,,,,%,,50,Assay Final,,TM 301/434,"FDA,0"
7O4OP253,,,Certificate of Analysis,Chem_NY_BTC 1010,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OP284,,,Certificate of Analysis,Chem_155A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OP345,,,Chemical Inspection,Chem_157A,,,Clear Liquid,,,,Appearance ,,TM208,
7O4OP345,,,IR Identification,Chem_157A,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OP345,,,Certificate of Analysis,Chem_157A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OP345,,,Chemical Inspection,Chem_157A,,,None,,,,Contamination ,,TM208,
7O4OP345,,,Chemical Inspection,Chem_157A,,,Phenoxyethanol-like,,,,Odor ,,TM208,
7O4OP345,,,Chemical Inspection,Chem_157A,,,Yellow,,,,Color ,,TM208,
7O4OP567,,8.5,pH,Chem_NY_BTC 1210-80%,,,,,,6,pH (10% in water),,TM 200,"FDA,1"
7O4OP567,,82,Active (BTC 1210-80%),Chem_NY_BTC 1210-80%,,,,%,,80,Active (BTC 1210-80%),,TM 3005,"FDA,1"
7O4OP567,,,Certificate of Analysis,Chem_NY_BTC 1210-80%,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OP567,,,Chemical Inspection,Chem_NY_BTC 1210-80%,,,Colorless to slight yellow,,,,Appearance,,TM208,
7O4OP601,,,Certificate of Analysis,Chem_107A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OP638,,,Chemical Inspection,Chem_192A,,,"Clear, colorless to light yellow liquid / White solid",,,,Appearance ,,TM208,
7O4OP638,,,Certificate of Analysis,Chem_192A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OP705,,7,pH,Chem_NY_Cetaphil Concentrate,,,,,,5.5,pH,,TM 200,"FDA,1"
7O4OP705,,1600,Viscosity,Chem_NY_Cetaphil Concentrate,,,,cps,,400,Viscosity (Spindle 3 @ 60RPM in 300 ml beaker),,TM 203,"FDA,0"
7O4OP705,,,Certificate of Analysis,Chem_NY_Cetaphil Concentrate,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OP705,,,Chemical Inspection,Chem_NY_Cetaphil Concentrate,,,None,,,,Contamination ,,TM208,
7O4OP705,,,Chemical Inspection,Chem_NY_Cetaphil Concentrate,,,"Viscous, slightly translucent, offwhite liquid: cetyl alcohol odor",,,,Description ,,TM208,
7O4OP705,,40,Temptale Reading,Chem_NY_Cetaphil Concentrate,,,,ºC,,5,Temptale Reading,,Temptale Reading,"FDA,0"
7O4OP806,,,Certificate of Analysis,Chem_NY_Carbopol 2020,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OQ028,,,Chemical Inspection,Chem_NY_Hexylene Glycol,,,Clear Liquid,,,,Appearance ,,TM208,
7O4OQ028,,,Certificate of Analysis,Chem_NY_Hexylene Glycol,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OQ028,,,Chemical Inspection,Chem_NY_Hexylene Glycol,,,Colorless,,,,Color ,,TM208,
7O4OQ028,,,Chemical Inspection,Chem_NY_Hexylene Glycol,,,Match standard,,,,Odor ,,TM208,
7O4OQ028,,,Chemical Inspection,Chem_NY_Hexylene Glycol,,,None,,,,Contamination ,,TM208,
7O4OQ028,,,IR Identification,Chem_NY_Hexylene Glycol,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OQ028,,0.923,Specific Gravity,Chem_NY_Hexylene Glycol,,,,,,0.92,Specific Gravity at 20°C,,TM 202,"FDA,4"
7O4OQ243,,,Chemical Inspection,Chem_165A,,,Characteristically mild,,,,Odor ,,TM208,
7O4OQ243,,,IR Identification,Chem_165A,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OQ243,,,Certificate of Analysis,Chem_165A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OQ243,,,Chemical Inspection,Chem_165A,,,"Fine, free-flowing powder",,,,Appearance ,,TM208,
7O4OQ243,,,Chemical Inspection,Chem_165A,,,None,,,,Contamination ,,TM208,
7O4OQ243,,,Chemical Inspection,Chem_165A,,,White,,,,Color ,,TM208,
7O4OQ342,,0.9655,Specific Gravity,Chem_166A,,,,,,0.9455,Specific Gravity at 25°C,,TM 202,"FDA,4"
7O4OQ342,,1.4705,Refractive Index,Chem_166A,,,,,,1.4505,Refractive Index at 25°C,,TM 204,"FDA,4"
7O4OQ342,,,Chemical Inspection,Chem_166A,,,Citrus Fresh,,,,Odor ,,TM208,
7O4OQ342,,,Chemical Inspection,Chem_166A,,,"Clear, mobile liquid",,,,Appearance ,,TM208,
7O4OQ342,,,Certificate of Analysis,Chem_166A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OQ342,,,Chemical Inspection,Chem_166A,,,None,,,,Contamination ,,TM208,
7O4OQ342,,,Chemical Inspection,Chem_166A,,,Very pale yellow,,,,Color ,,TM208,
7O4OQ437,,0.9465,Specific Gravity,Chem_168A,,,,,,0.938,Specific Gravity at 25°C,,TM 202,"FDA,4"
7O4OQ437,,,Chemical Inspection,Chem_168A,,,Amine,,,,Odor ,,TM208,
7O4OQ437,,,IR Identification,Chem_168A,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OQ437,,,Certificate of Analysis,Chem_168A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OQ437,,,Chemical Inspection,Chem_168A,,,Colorless,,,,Color ,,TM208,
7O4OQ437,,,Chemical Inspection,Chem_168A,,,Mobile Liquid,,,,Appearance ,,TM208,
7O4OQ437,,,Chemical Inspection,Chem_168A,,,None,,,,Contamination ,,TM208,
7O4OQ890,,,Chemical Inspection,Chem_170A,,,Clear Liquid,,,,Appearance ,,TM208,
7O4OQ890,,,IR Identification,Chem_170A,,,Close Match to Standard Sample or Spectrum,,,,IR Identification,,TM 411,
7O4OQ890,,,Certificate of Analysis,Chem_170A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OQ890,,,Chemical Inspection,Chem_170A,,,Colorless,,,,Color ,,TM208,
7O4OQ890,,,Chemical Inspection,Chem_170A,,,Ether-like,,,,Odor ,,TM208,
7O4OQ890,,,Chemical Inspection,Chem_170A,,,None,,,,Contamination ,,TM208,
7O4OS407,,100,Organic Impurites,Chem_173A,,,,ug/mL,,,p-Chloroaniline,,USP,"FDA,0"
7O4OS407,,100,Organic Impurites,Chem_173A,,,,ug/mL,,,p-Chloroaniline Final,,USP,"FDA,0"
7O4OS407,,0.2,Organic Impurities Part II,Chem_173A,,,,%,,,p-Chlorophenvl urea,,USP,"FDA,1"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,,,,RRT of p-Chlorophenvl urea,,USP,"FDA,2"
7O4OS407,,0.2,Organic Impurities Part II,Chem_173A,,,,%,,,Specified unidentified impuritv 1,,USP,"FDA,1"
7O4OS407,,0.2,Organic Impurities Part II,Chem_173A,,,,%,,,Ch!orhexidine oxazinone analog,,USP,"FDA,1"
7O4OS407,,0.3,Organic Impurities Part II,Chem_173A,,,,%,,,Chlorhexidine amine,,USP,"FDA,1"
7O4OS407,,0.1,Organic Impurities Part II,Chem_173A,,,,%,,,Any individual unspecified impuritv,,USP,"FDA,1"
7O4OS407,,0.4,Organic Impurities Part II,Chem_173A,,,,%,,,Chlorhexidine glucityl triazine,,USP,"FDA,1"
7O4OS407,,0.3,Organic Impurities Part II,Chem_173A,,,,%,,,Chlorhexidine guanidine,,USP,"FDA,1"
7O4OS407,,0.2,Organic Impurities Part II,Chem_173A,,,,%,,,Chlorhexidine  urea,,USP,"FDA,1"
7O4OS407,,0.5,Organic Impurities Part II,Chem_173A,,,,%,,,Chlorhexidine dimer,,USP,"FDA,1"
7O4OS407,,0.4,Organic Impurities Part II,Chem_173A,,,,%,,,Chlorhexidine nitrile,,USP,"FDA,1"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,,,,RRT of Ch!orhexidine oxazinone analog,,USP,"FDA,2"
7O4OS407,,0.4,Organic Impurities Part II,Chem_173A,,,,%,,,o-Chlorhexidine and specified unidentified impurit,,USP,"FDA,1"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,,,,RRT of Specified unidentified impuritv 1,,USP,"FDA,2"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,,,,RRT of Chlorhexidine amine,,USP,"FDA,2"
7O4OS407,,0.4,Organic Impurities Part II,Chem_173A,,,,%,,,Oxochlorhexidine,,USP,"FDA,1"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,,,,RRT of Chlorhexidine guanidine,,USP,"FDA,2"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,,,,RRT of Chlorhexidine  urea,,USP,"FDA,2"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,,,,RRT of Chlorhexidine nitrile,,USP,"FDA,2"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,,,,RRT of Chlorhexidine dimer,,USP,"FDA,2"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,,,,RRT of o-Chlorhexidine and specified unidentified,,USP,"FDA,2"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,,,,RRT of Chlorhexidine glucityl triazine,,USP,"FDA,2"
7O4OS407,,3,Organic Impurities Part II,Chem_173A,,,,%,,,Total Impurities,,USP,"FDA,1"
7O4OS407,,1.07,Specific Gravity,Chem_173A,,,,,,1.06,Specific Gravity at 25°C,,USP/NF <841>,"FDA,2"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,,,,RRT of Chlorhexidine,,USP,"FDA,2"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,,,,RRT of Any individual unspecified impuritv,,USP,"FDA,2"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,,,,RRT of Oxochlorhexidine,,USP,"FDA,2"
7O4OS407,,7,pH,Chem_173A,,,,,,5.5,pH (Diluted 1 in 20),,USP <791>,"FDA,1"
7O4OS407,,21,Assay,Chem_173A,,,,%,,19,Assay,,USP-HPLC,"FDA,1"
7O4OS407,,21,Assay,Chem_173A,,,,%,,19,Assay Final,,USP-HPLC,"FDA,1"
7O4OS407,,,Organic Impurities Part II,Chem_173A,,,,%,,,Chlorhexidine,,USP,"FDA,1"
7O4OS407,,,Chemical Inspection,Chem_173A,,,An almost colorless or paleyellowish liquid,,,,Description,,TM208,
7O4OS407,,,Certificate of Analysis,Chem_173A,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OS407,,,Identification,Chem_173A,,,Conforms to USP,,,,Identification A,,USP,
7O4OS407,,,Identification,Chem_173A,,,Conforms to USP,,,,Identification B,,USP,
7O4OU181,,,Chemical Inspection,Chem_NY_Isopropanol 70%,,,Clear,,,,Appearance ,,TM208,
7O4OU181,,,Certificate of Analysis,Chem_NY_Isopropanol 70%,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
7O4OU181,,,Chemical Inspection,Chem_NY_Isopropanol 70%,,,Colorless,,,,Color ,,TM208,
7O4OU181,,,Chemical Inspection,Chem_NY_Isopropanol 70%,,,Match standard,,,,Odor ,,TM208,
7O4OU181,,,IR Identification,Chem_NY_Isopropanol 70%,,,Close Match to Standard Sample or Spectrum,,,,IR Identification ,,TM 411,
7O4OU181,,,Chemical Inspection,Chem_NY_Isopropanol 70%,,,None,,,,Contamination ,,TM208,
7O4OU225,,,% NaOCl,Chem_NY_Sodium Hypochlorite 12.5%,,,,mL,,,Titrant Start Volume ,,TM 366,"FDA,1"
7O4OU225,,,% NaOCl,Chem_NY_Sodium Hypochlorite 12.5%,,,,g,,,Sample Weight,,TM 366,"FDA,4"
7O4OU225,,14,% NaOCl,Chem_NY_Sodium Hypochlorite 12.5%,,,,%,,11.5,% NaOCl by weight,,TM 366,"FDA,2"
7O4OU225,,14,% NaOCl,Chem_NY_Sodium Hypochlorite 12.5%,,,,%,,11.5,% NaOCl by weight Final,,TM 366,"FDA,2"
