Mat_MatCode,METHOD,Analyte,Component,Res_Units,Numeric_Result,Low_Release_Limit,High_Release_Limit,Rounding_Rule,SP_TestPlan
7O4BM301,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_126A
7O4BM301,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_126A
7O4BM301,TM208,Chemical Inspection,Color ,,Colorless to Amber,,,,Chem_126A
7O4BM301,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_126A
7O4DH247,TM 202,Specific Gravity,Specific Gravity at 20°C,,,1.27,1.31,"FDA,3",Chem_201A
7O4DH247,TM208,Chemical Inspection,Color ,,,,2,"FDA,1",Chem_201A
7O4DH247,TM208,Chemical Inspection,Odor ,,Bleach/chlorine,,,,Chem_201A
7O4DH247,TM208,Chemical Inspection,Appearance ,,"Clear solution, free from solids",,,,Chem_201A
7O4DH247,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_201A
7O4DH247,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_201A
7O4DX220,TM 202,Specific Gravity,Specific Gravity at 25°C,,,1.088,1.118,"FDA,4",Chem_NY_Neutralizing Agent
7O4DX220,TM 204,Refractive Index,Refractive Index at 25°C,,,1.46,1.48,"FDA,4",Chem_NY_Neutralizing Agent
7O4DX220,TM208,Chemical Inspection,Odor ,,Characteristic – comparable to standard,,,,Chem_NY_Neutralizing Agent
7O4DX220,TM208,Chemical Inspection,Appearance ,,Clear Liquid,,,,Chem_NY_Neutralizing Agent
7O4DX220,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_NY_Neutralizing Agent
7O4DX220,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_Neutralizing Agent
7O4DX220,TM208,Chemical Inspection,Color ,,Light Yellow Liquid,,,,Chem_NY_Neutralizing Agent
7O4DX220,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_Neutralizing Agent
7O4OA234,TM 200,pH,pH,,,3,3.3,"FDA,2",Chem_131A
7O4OA234,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_131A
7O4OA234,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_131A
7O4OA234,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_131A
7O4OA234,TM208,Chemical Inspection,Odor ,,None,,,,Chem_131A
7O4OA234,TM208,Chemical Inspection,Appearance ,,"Opaque, Thin Liquid",,,,Chem_131A
7O4OA234,TM208,Chemical Inspection,Color ,,White,,,,Chem_131A
7O4OA347,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_Lauryl Glucoside
7O4OA347,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_NY_Lauryl Glucoside
7O4OA347,TM208,Chemical Inspection,Appearance ,,Match standard,,,,Chem_NY_Lauryl Glucoside
7O4OA347,TM208,Chemical Inspection,Color ,,Match standard,,,,Chem_NY_Lauryl Glucoside
7O4OA347,TM208,Chemical Inspection,Odor ,,Match standard,,,,Chem_NY_Lauryl Glucoside
7O4OA347,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_Lauryl Glucoside
7O4OA401,TM 202,Specific Gravity,Specific Gravity at 25°C,,,1.0115,1.0315,"FDA,4",Chem_132A
7O4OA401,TM 204,Refractive Index,Refractive Index at 25°C,,,1.4794,1.4994,"FDA,3",Chem_132A
7O4OA401,TM208,Chemical Inspection,Appearance ,,Clear Liquid,,,,Chem_132A
7O4OA401,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_132A
7O4OA401,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_132A
7O4OA401,TM208,Chemical Inspection,Color ,,Colorless to light yellow,,,,Chem_132A
7O4OA401,TM208,Chemical Inspection,Odor ,,Fresh Floral,,,,Chem_132A
7O4OA401,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_132A
7O4OA490,TM 202,Specific Gravity,Specific Gravity at 25°C,,,0.909,0.929,"FDA,3",Chem_133A
7O4OA490,TM208,Chemical Inspection,Appearance ,,Clear Liquid,,,,Chem_133A
7O4OA490,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_133A
7O4OA490,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_133A
7O4OA490,TM208,Chemical Inspection,Color ,,Colorless,,,,Chem_133A
7O4OA490,TM208,Chemical Inspection,Odor ,,Ether,,,,Chem_133A
7O4OA490,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_133A
7O4OA580,TM208,Chemical Inspection,Odor ,,Characteristic Match Standard,,,,Chem_NY_Glycacil SG
7O4OA580,TM208,Chemical Inspection,Appearance ,,Clear Liquid,,,,Chem_NY_Glycacil SG
7O4OA580,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_NY_Glycacil SG
7O4OA580,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_Glycacil SG
7O4OA580,TM208,Chemical Inspection,Color ,,Colorless to Amber,,,,Chem_NY_Glycacil SG
7O4OA580,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_Glycacil SG
7O4OA634,TM 202,Specific Gravity,Specific Gravity at 25°C,,,1.0531,1.0831,"FDA,4",Chem_NY_Water Soluble Flowering Herbs Fragrance
7O4OA634,TM 204,Refractive Index,Refractive Index at 25°C,,,1.4655,1.4855,"FDA,4",Chem_NY_Water Soluble Flowering Herbs Fragrance
7O4OA634,TM208,Chemical Inspection,Appearance ,,Clear Liquid,,,,Chem_NY_Water Soluble Flowering Herbs Fragrance
7O4OA634,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_NY_Water Soluble Flowering Herbs Fragrance
7O4OA634,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_Water Soluble Flowering Herbs Fragrance
7O4OA634,TM208,Chemical Inspection,Odor ,,Floral,,,,Chem_NY_Water Soluble Flowering Herbs Fragrance
7O4OA634,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_Water Soluble Flowering Herbs Fragrance
7O4OA634,TM208,Chemical Inspection,Color ,,Pale Yellow to Straw,,,,Chem_NY_Water Soluble Flowering Herbs Fragrance
7O4OA709,TM 204,Refractive Index,Refractive Index at 20°C,,,1.42,1.43,"FDA,3",Chem_NY_Cucumber Extract # 11-19-3
7O4OA709,TM208,Chemical Inspection,Description ,,Clear colorless liquid having a characteristic odor,,,,Chem_NY_Cucumber Extract # 11-19-3
7O4OA709,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_Cucumber Extract # 11-19-3
7O4OA709,COA,Certificate of Analysis,Certificate of Analysis,,,,,,Chem_NY_Cucumber Extract # 11-19-3
7O4OA709,TM 202,Specific Gravity,Specific Gravity at 25°C,,,1.034,1.044,"FDA,3",Chem_NY_Cucumber Extract # 11-19-3
7O4OA911,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_Zinc Sulfate Heptahydrate
7O4OA911,TM208,Chemical Inspection,Color ,,Colorless to white,,,,Chem_NY_Zinc Sulfate Heptahydrate
7O4OA911,TM208,Chemical Inspection,Appearance ,,Crystals/crystalline powder,,,,Chem_NY_Zinc Sulfate Heptahydrate
7O4OA911,TM208,Chemical Inspection,Odor ,,Match standard,,,,Chem_NY_Zinc Sulfate Heptahydrate
7O4OA911,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_Zinc Sulfate Heptahydrate
7O4OA911,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_NY_Zinc Sulfate Heptahydrate
7O4OD351,TM208,Chemical Inspection,Appearance,,"Clear liquid, free from foreign material (FFFM)",,,,Chem_NY_Benzalkonium Chloride 50%
7O4OD351,COA,Certificate of Analysis,Certificate of Analysis,,,,,,Chem_NY_Benzalkonium Chloride 50%
7O4OD351,TM 323,Ethanol,Ethanol,% v/v,,5.9,6.5,"FDA,2",Chem_NY_Benzalkonium Chloride 50%
7O4OD351,TM 323,Ethanol,Ethanol Final,% v/v,,5.9,6.5,"FDA,2",Chem_NY_Benzalkonium Chloride 50%
7O4OD351,TM 4001,Identification,Identification A - Chloride,,,,,,Chem_NY_Benzalkonium Chloride 50%
7O4OD351,TM 4001,Identification,Identification B - Benzalkonium,,,,,,Chem_NY_Benzalkonium Chloride 50%
7O4OD351,TM 434,Total % ADBAC,% BZK and Dual-Quat,%,,47.5,52.5,"FDA,1",Chem_NY_Benzalkonium Chloride 50%
7O4OD363,TM 200,pH,pH,,,4.5,5.5,"FDA,1",Chem_137A
7O4OD363,TM 206,Total Solids,Total Solids Final (2 g for 3 hr @ 105°C),%,,41,45,"FDA,1",Chem_137A
7O4OD363,TM 206,Total Solids,Total Solids (2 g for 3 hr @ 105°C),%,,41,45,"FDA,1",Chem_137A
7O4OD363,TM208,Chemical Inspection,Appearance ,,Clear Liquid,,,,Chem_137A
7O4OD363,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_137A
7O4OD363,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_137A
7O4OD363,TM208,Chemical Inspection,Color ,,Colorless to pale yellow,,,,Chem_137A
7O4OD419,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_138A
7O4OD419,COA,Certificate of Analysis,Certificate of Analysis,,CofA does not meet specifications (OOS),,,,Chem_138A
7O4OD419,TM208,Chemical Inspection,Odor ,,Fatty,,,,Chem_138A
7O4OD419,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_138A
7O4OD419,TM208,Chemical Inspection,Appearance ,,Semi Solid,,,,Chem_138A
7O4OD419,TM208,Chemical Inspection,Color ,,White to light yellow,,,,Chem_138A
7O4OD748,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_139A
7O4OD748,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_139A
7O4OD748,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_139A
7O4OD748,TM208,Chemical Inspection,Odor ,,To match standard,,,,Chem_139A
7O4OD748,TM208,Chemical Inspection,Color ,,White Crystals,,,,Chem_139A
7O4OD748,TM208,Chemical Inspection,Appearance ,,White solid crystals,,,,Chem_139A
7O4OF575,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Che_NY_Plantaren 2000N - UP
7O4OF575,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Che_NY_Plantaren 2000N - UP
7O4OF575,TM208,Chemical Inspection,Appearance ,,"Hazy, Pale Yellow Liquid",,,,Che_NY_Plantaren 2000N - UP
7O4OF575,TM208,Chemical Inspection,Contamination ,,None,,,,Che_NY_Plantaren 2000N - UP
7O4OF602,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_141A
7O4OF602,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_141A
7O4OF602,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_141A
7O4OG169,TM 202,Specific Gravity,Specific Gravity at 20°C,,,1.08,1.09,"FDA,3",Chem_142A
7O4OG169,TM 204,Refractive Index,Refractive Index at 20°C,,,1.435,1.437,"FDA,3",Chem_142A
7O4OG169,TM208,Chemical Inspection,Appearance ,,Clear Liquid,,,,Chem_142A
7O4OG169,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_142A
7O4OG169,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_142A
7O4OG169,TM208,Chemical Inspection,Color ,,Colorless,,,,Chem_142A
7O4OG169,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_142A
7O4OH247,TM 200,pH,pH (1% w/v aqueous solution),,,,2,"FDA,1",Chem_143A
7O4OH247,TM208,Chemical Inspection,Appearance ,,Clear viscous liquid,,,,Chem_143A
7O4OH247,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_143A
7O4OH247,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_143A
7O4OH247,TM208,Chemical Inspection,Color ,,Colorless to dark amber,,,,Chem_143A
7O4OH247,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_143A
7O4OJ123,TM208,Chemical Inspection,Odor ,,Characteristic,,,,Chem_NY_NET-KOB
7O4OJ123,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_NY_NET-KOB
7O4OJ123,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_NET-KOB
7O4OJ123,TM208,Chemical Inspection,Color ,,Colorless to pale yellow,,,,Chem_NY_NET-KOB
7O4OJ123,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_NET-KOB
7O4OJ123,TM208,Chemical Inspection,Appearance ,,Viscous Liquid,,,,Chem_NY_NET-KOB
7O4OM165,TM208,Chemical Inspection,Appearance ,,"Clear, slightly oily viscous liquid",,,,Chem_146A
7O4OM165,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_146A
7O4OM165,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_146A
7O4OM165,TM208,Chemical Inspection,Color ,,Light Yellow,,,,Chem_146A
7O4OM165,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_146A
7O4OM165,TM208,Chemical Inspection,Odor ,,To match standard,,,,Chem_146A
7O4OM666,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_NY_Sodium Benzoate EDF NF/FCC
7O4OM666,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_Sodium Benzoate EDF NF/FCC
7O4OM666,TM208,Chemical Inspection,Appearance ,,Extruded Pellets,,,,Chem_NY_Sodium Benzoate EDF NF/FCC
7O4OM666,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_Sodium Benzoate EDF NF/FCC
7O4OM666,TM208,Chemical Inspection,Odor ,,Odorless,,,,Chem_NY_Sodium Benzoate EDF NF/FCC
7O4OM666,TM208,Chemical Inspection,Color ,,White,,,,Chem_NY_Sodium Benzoate EDF NF/FCC
7O4OP065,TM 202,Density,Density at 20° C,,,1.112,1.122,"FDA,3",Chem_NY_Actipone White Tea
7O4OP065,TM 204,Refractive Index,Refractive Index at 20°C,,,1.388,1.398,"FDA,3",Chem_NY_Actipone White Tea
7O4OP065,TM208,Chemical Inspection,Appearance ,,Clear to slightly cloudy liquid,,,,Chem_NY_Actipone White Tea
7O4OP065,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_Actipone White Tea
7O4OP065,TM208,Chemical Inspection,Odor ,,Match standard,,,,Chem_NY_Actipone White Tea
7O4OP065,TM 411,IR Identification,IR Identification ,,Close Match to Standard Sample or Spectrum,,,,Chem_NY_Actipone White Tea
7O4OP065,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_Actipone White Tea
7O4OP065,TM208,Chemical Inspection,Color ,,Yellow to Dark Brown,,,,Chem_NY_Actipone White Tea
7O4OP075,TM 202,Specific Gravity,Specific Gravity at 25°C,,,0.938,0.948,"FDA,3",Chem_NY_Magique Lift 02LF
7O4OP075,TM 204,Refractive Index,Refractive Index at 25°C,,,1.474,1.484,"FDA,3",Chem_NY_Magique Lift 02LF
7O4OP075,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_NY_Magique Lift 02LF
7O4OP075,COA,Certificate of Analysis,Certificate of Analysis,,CofA does not meet specifications (OOS),,,,Chem_NY_Magique Lift 02LF
7O4OP075,TM208,Chemical Inspection,Color ,,Colorless to very light yellow,,,,Chem_NY_Magique Lift 02LF
7O4OP075,TM208,Chemical Inspection,Appearance ,,Liquid,,,,Chem_NY_Magique Lift 02LF
7O4OP075,TM208,Chemical Inspection,Odor ,,Match standard,,,,Chem_NY_Magique Lift 02LF
7O4OP075,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_Magique Lift 02LF
7O4OP093,TM208,Chemical Inspection,Appearance ,,"Clear, Light liquid",,,,Chem_NY_PEG-11
7O4OP093,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_PEG-11
7O4OP093,TM208,Chemical Inspection,Color ,,Match standard,,,,Chem_NY_PEG-11
7O4OP093,TM208,Chemical Inspection,Odor ,,Match standard,,,,Chem_NY_PEG-11
7O4OP093,TM 411,IR Identification,IR Identification ,,Close Match to Standard Sample or Spectrum,,,,Chem_NY_PEG-11
7O4OP093,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_PEG-11
7O4OP113,TM 202,Specific Gravity,Specific Gravity at 20°C,,,0.96,0.97,"FDA,3",Chem_NY_Robertet The Matcha I
7O4OP113,TM 204,Refractive Index,Refractive Index at 20°C,,,1.469,1.479,"FDA,3",Chem_NY_Robertet The Matcha I
7O4OP113,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_Robertet The Matcha I
7O4OP113,TM208,Chemical Inspection,Odor ,,Match standard,,,,Chem_NY_Robertet The Matcha I
7O4OP113,TM 411,IR Identification,IR Identification ,,Close Match to Standard Sample or Spectrum,,,,Chem_NY_Robertet The Matcha I
7O4OP113,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_Robertet The Matcha I
7O4OP113,TM208,Chemical Inspection,Appearance ,,Oily liquid,,,,Chem_NY_Robertet The Matcha I
7O4OP113,TM208,Chemical Inspection,Color ,,Pale Yellow – Light Yellow,,,,Chem_NY_Robertet The Matcha I
7O4OP197,TM 200,pH,pH,,,3,3.5,"FDA,1",Chem_NY_Emulgade Smart/MB_01
7O4OP197,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_Emulgade Smart/MB_01
7O4OP197,TM208,Chemical Inspection,Appearance ,,Match standard,,,,Chem_NY_Emulgade Smart/MB_01
7O4OP197,TM208,Chemical Inspection,Odor ,,Match standard,,,,Chem_NY_Emulgade Smart/MB_01
7O4OP197,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_Emulgade Smart/MB_01
7O4OP197,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_NY_Emulgade Smart/MB_01
7O4OP197,TM208,Chemical Inspection,Color ,,White Liquid,,,,Chem_NY_Emulgade Smart/MB_01
7O4OP230,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_Hydromanil
7O4OP253,TM 200,pH,pH (10% in water),,,6,9,"FDA,1",Chem_NY_BTC 1010
7O4OP253,TM 301/434,Assay,Assay,%,,50,55,"FDA,0",Chem_NY_BTC 1010
7O4OP253,TM 301/434,Assay,Assay Final,%,,50,55,"FDA,0",Chem_NY_BTC 1010
7O4OP253,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_BTC 1010
7O4OP284,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_155A
7O4OP345,TM208,Chemical Inspection,Appearance ,,Clear Liquid,,,,Chem_157A
7O4OP345,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_157A
7O4OP345,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_157A
7O4OP345,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_157A
7O4OP345,TM208,Chemical Inspection,Odor ,,Phenoxyethanol-like,,,,Chem_157A
7O4OP345,TM208,Chemical Inspection,Color ,,Yellow,,,,Chem_157A
7O4OP567,TM 200,pH,pH (10% in water),,,6,8.5,"FDA,1",Chem_NY_BTC 1210-80%
7O4OP567,TM 3005,Active (BTC 1210-80%),Active (BTC 1210-80%),%,,80,82,"FDA,1",Chem_NY_BTC 1210-80%
7O4OP567,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_BTC 1210-80%
7O4OP567,TM208,Chemical Inspection,Appearance,,Colorless to slight yellow,,,,Chem_NY_BTC 1210-80%
7O4OP601,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_107A
7O4OP638,TM208,Chemical Inspection,Appearance ,,"Clear, colorless to light yellow liquid / White solid",,,,Chem_192A
7O4OP638,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_192A
7O4OP705,TM 200,pH,pH,,,5.5,7,"FDA,1",Chem_NY_Cetaphil Concentrate
7O4OP705,TM 203,Viscosity,Viscosity (Spindle 3 @ 60RPM in 300 ml beaker),cps,,400,1600,"FDA,0",Chem_NY_Cetaphil Concentrate
7O4OP705,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_Cetaphil Concentrate
7O4OP705,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_Cetaphil Concentrate
7O4OP705,TM208,Chemical Inspection,Description ,,"Viscous, slightly translucent, offwhite liquid: cetyl alcohol odor",,,,Chem_NY_Cetaphil Concentrate
7O4OP705,Temptale Reading,Temptale Reading,Temptale Reading,ºC,,5,40,"FDA,0",Chem_NY_Cetaphil Concentrate
7O4OP806,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_Carbopol 2020
7O4OQ028,TM208,Chemical Inspection,Appearance ,,Clear Liquid,,,,Chem_NY_Hexylene Glycol
7O4OQ028,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_NY_Hexylene Glycol
7O4OQ028,TM208,Chemical Inspection,Color ,,Colorless,,,,Chem_NY_Hexylene Glycol
7O4OQ028,TM208,Chemical Inspection,Odor ,,Match standard,,,,Chem_NY_Hexylene Glycol
7O4OQ028,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_NY_Hexylene Glycol
7O4OQ028,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_NY_Hexylene Glycol
7O4OQ028,TM 202,Specific Gravity,Specific Gravity at 20°C,,,0.92,0.923,"FDA,4",Chem_NY_Hexylene Glycol
7O4OQ243,TM208,Chemical Inspection,Odor ,,Characteristically mild,,,,Chem_165A
7O4OQ243,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_165A
7O4OQ243,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_165A
7O4OQ243,TM208,Chemical Inspection,Appearance ,,"Fine, free-flowing powder",,,,Chem_165A
7O4OQ243,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_165A
7O4OQ243,TM208,Chemical Inspection,Color ,,White,,,,Chem_165A
7O4OQ342,TM 202,Specific Gravity,Specific Gravity at 25°C,,,0.9455,0.9655,"FDA,4",Chem_166A
7O4OQ342,TM 204,Refractive Index,Refractive Index at 25°C,,,1.4505,1.4705,"FDA,4",Chem_166A
7O4OQ342,TM208,Chemical Inspection,Odor ,,Citrus Fresh,,,,Chem_166A
7O4OQ342,TM208,Chemical Inspection,Appearance ,,"Clear, mobile liquid",,,,Chem_166A
7O4OQ342,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_166A
7O4OQ342,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_166A
7O4OQ342,TM208,Chemical Inspection,Color ,,Very pale yellow,,,,Chem_166A
7O4OQ437,TM 202,Specific Gravity,Specific Gravity at 25°C,,,0.938,0.9465,"FDA,4",Chem_168A
7O4OQ437,TM208,Chemical Inspection,Odor ,,Amine,,,,Chem_168A
7O4OQ437,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_168A
7O4OQ437,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_168A
7O4OQ437,TM208,Chemical Inspection,Color ,,Colorless,,,,Chem_168A
7O4OQ437,TM208,Chemical Inspection,Appearance ,,Mobile Liquid,,,,Chem_168A
7O4OQ437,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_168A
7O4OQ890,TM208,Chemical Inspection,Appearance ,,Clear Liquid,,,,Chem_170A
7O4OQ890,TM 411,IR Identification,IR Identification,,Close Match to Standard Sample or Spectrum,,,,Chem_170A
7O4OQ890,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Chem_170A
7O4OQ890,TM208,Chemical Inspection,Color ,,Colorless,,,,Chem_170A
7O4OQ890,TM208,Chemical Inspection,Odor ,,Ether-like,,,,Chem_170A
7O4OQ890,TM208,Chemical Inspection,Contamination ,,None,,,,Chem_170A
7O4OS407,USP,Organic Impurites,p-Chloroaniline,ug/mL,,,100,"FDA,0",Chem_173A
7O4OS407,USP,Organic Impurites,p-Chloroaniline Final,ug/mL,,,100,"FDA,0",Chem_173A
7O4OS407,USP,Organic Impurities Part II,p-Chlorophenvl urea,%,,,0.2,"FDA,1",Chem_173A
7O4OS407,USP,Organic Impurities Part II,RRT of p-Chlorophenvl urea,,,,,"FDA,2",Chem_173A
7O4OS407,USP,Organic Impurities Part II,Specified unidentified impuritv 1,%,,,0.2,"FDA,1",Chem_173A
7O4OS407,USP,Organic Impurities Part II,Ch!orhexidine oxazinone analog,%,,,0.2,"FDA,1",Chem_173A
7O4OS407,USP,Organic Impurities Part II,Chlorhexidine amine,%,,,0.3,"FDA,1",Chem_173A
7O4OS407,USP,Organic Impurities Part II,Any individual unspecified impuritv,%,,,0.1,"FDA,1",Chem_173A
7O4OS407,USP,Organic Impurities Part II,Chlorhexidine glucityl triazine,%,,,0.4,"FDA,1",Chem_173A
7O4OS407,USP,Organic Impurities Part II,Chlorhexidine guanidine,%,,,0.3,"FDA,1",Chem_173A
7O4OS407,USP,Organic Impurities Part II,Chlorhexidine  urea,%,,,0.2,"FDA,1",Chem_173A
7O4OS407,USP,Organic Impurities Part II,Chlorhexidine dimer,%,,,0.5,"FDA,1",Chem_173A
7O4OS407,USP,Organic Impurities Part II,Chlorhexidine nitrile,%,,,0.4,"FDA,1",Chem_173A
7O4OS407,USP,Organic Impurities Part II,RRT of Ch!orhexidine oxazinone analog,,,,,"FDA,2",Chem_173A
7O4OS407,USP,Organic Impurities Part II,o-Chlorhexidine and specified unidentified impurit,%,,,0.4,"FDA,1",Chem_173A
7O4OS407,USP,Organic Impurities Part II,RRT of Specified unidentified impuritv 1,,,,,"FDA,2",Chem_173A
7O4OS407,USP,Organic Impurities Part II,RRT of Chlorhexidine amine,,,,,"FDA,2",Chem_173A
7O4OS407,USP,Organic Impurities Part II,Oxochlorhexidine,%,,,0.4,"FDA,1",Chem_173A
7O4OS407,USP,Organic Impurities Part II,RRT of Chlorhexidine guanidine,,,,,"FDA,2",Chem_173A
7O4OS407,USP,Organic Impurities Part II,RRT of Chlorhexidine  urea,,,,,"FDA,2",Chem_173A
7O4OS407,USP,Organic Impurities Part II,RRT of Chlorhexidine nitrile,,,,,"FDA,2",Chem_173A
7O4OS407,USP,Organic Impurities Part II,RRT of Chlorhexidine dimer,,,,,"FDA,2",Chem_173A
7O4OS407,USP,Organic Impurities Part II,RRT of o-Chlorhexidine and specified unidentified,,,,,"FDA,2",Chem_173A
7O4OS407,USP,Organic Impurities Part II,RRT of Chlorhexidine glucityl triazine,,,,,"FDA,2",Chem_173A
7O4OS407,USP,Organic Impurities Part II,Total Impurities,%,,,3,"FDA,1",Chem_173A
7O4OS407,USP/NF <841>,Specific Gravity,Specific Gravity at 25°C,,,1.06,1.07,"FDA,2",Chem_173A
